Drivers	Targets	NR	R	XOR
91	IRF8	TNFSF13B	1	0	1
92	IRF8	WARS	1	0	1
93	MNT	KHSRP	1	0	1
94	MNT	SLC25A20	1	0	1
95	NF1	ANP32A	1	0	1
96	NF1	DCAF16	1	0	1
97	NF1	GOSR1	1	0	1
98	NF1	MED1	1	0	1
99	NF1	NBR1	1	0	1
100	NF1	RPL4	1	0	1
101	NF1	RSF1	1	0	1
102	NF1	TBC1D5	1	1	0
103	NF1	TMED8	1	0	1
104	NF1	TRIM37	1	0	1
105	NFIC	CLEC2B	1	0	1
106	NFIC	VSIG4	1	0	1
107	NKX2-1	APOL2	1	0	1
108	NKX2-1	IFITM2	1	0	1
109	NKX2-1	RAB39A	1	0	1
110	NR1H3	AFG3L2	1	0	1
111	NR1H3	DCAF7	1	0	1
112	NR1H3	NAF1	1	0	1
113	NR1H3	RNASE1	1	0	1
114	ONECUT1	GNG2	1	0	1
115	ONECUT1	KITLG	1	0	1
116	ONECUT1	SLC39A7	1	0	1
117	ONECUT1	TRAM2	1	0	1
118	POU3F3	NAF1	1	0	1
119	POU3F3	PDK4	1	0	1
120	RFX1	LAPTM5	1	0	1
121	SMARCC1	ITGA5	1	0	1
122	SMARCC1	KDM1A	1	0	1
123	SMARCC1	KHDRBS1	1	0	1
124	SMARCC1	LAP3	1	0	1
125	SMARCC1	NEK4	1	0	1
126	SMARCC1	POLDIP3	1	0	1
127	SMARCC1	SET	1	0	1
128	SMARCC1	UBXN2B	1	0	1
129	SNAPC4	IL18BP	1	0	1
130	SNAPC4	QSOX2	1	0	1
131	SNAPC4	RAB39A	1	0	1
132	SNAPC4	RLIM	1	0	1
133	SNAPC4	SLC39A7	1	0	1
134	SNAPC4	YWHAG	1	0	1
135	SPI1	ABI3	1	0	1
136	SPI1	ADAP2	1	0	1
137	SPI1	ADORA3	1	0	1
138	SPI1	APOBEC3C	1	0	1
139	SPI1	APOE	1	0	1
140	SPI1	C10orf128	1	0	1
141	SPI1	C1QA	1	0	1
142	SPI1	C1QB	1	0	1
143	SPI1	C1QC	1	0	1
144	SPI1	C3AR1	1	0	1
145	SPI1	CAPG	1	0	1
146	SPI1	CARD16	1	0	1
147	SPI1	CASP1	1	0	1
148	SPI1	CASP4	1	0	1
149	SPI1	CCNK	1	0	1
150	SPI1	CCRL2	1	0	1
151	SPI1	CD163	1	0	1
152	SPI1	CD300C	1	1	0
153	SPI1	CD33	1	1	0
154	SPI1	CD4	1	1	0
155	SPI1	CD68	1	0	1
156	SPI1	CLEC2B	1	0	1
157	SPI1	CMKLR1	1	0	1
158	SPI1	CNN2	1	1	0
159	SPI1	CNRIP1	1	0	1
160	SPI1	CTSB	1	0	1
161	SPI1	CTSZ	1	0	1
162	SPI1	DOK2	1	1	0
163	SPI1	EMP3	1	1	0
164	SPI1	EPSTI1	1	0	1
165	SPI1	FLT3LG	1	0	1
166	SPI1	FOLR2	1	0	1
167	SPI1	FPR3	1	0	1
168	SPI1	GBP2	1	0	1
169	SPI1	GIMAP1	1	0	1
170	SPI1	GLIPR2	1	0	1
171	SPI1	GMFG	1	1	0
172	SPI1	GPR183	1	0	1
173	SPI1	HCST	1	0	1
174	SPI1	HLA-DRB5	1	0	1
175	SPI1	HMOX1	1	0	1
176	SPI1	ICAM1	1	0	1
177	SPI1	ICAM2	1	0	1
178	SPI1	IFI30	1	1	0
179	SPI1	IFITM2	1	0	1
180	SPI1	IL18	1	0	1
181	SPI1	IL2RG	1	0	1
182	SPI1	ITGA5	1	0	1
183	SPI1	LAIR1	1	1	0
184	SPI1	LAPTM5	1	1	0
185	SPI1	LILRB4	1	0	1
186	SPI1	LSP1	1	1	0
187	SPI1	LY86	1	1	0
188	SPI1	LY96	1	0	1
189	SPI1	MILR1	1	1	0
190	SPI1	MLKL	1	0	1
191	SPI1	MPEG1	1	1	0
192	SPI1	MS4A4A	1	0	1
193	SPI1	MS4A6A	1	0	1
194	SPI1	MS4A7	1	0	1
195	SPI1	PDPK1	1	0	1
196	SPI1	PECAM1	1	0	1
197	SPI1	PLTP	1	0	1
198	SPI1	RNASE1	1	0	1
199	SPI1	RNASE6	1	1	0
200	SPI1	SAMD9L	1	0	1
201	SPI1	SAMSN1	1	0	1
202	SPI1	SH3KBP1	1	0	1
203	SPI1	SIGLEC1	1	0	1
204	SPI1	SIGLEC7	1	1	0
205	SPI1	SIRPA	1	0	1
206	SPI1	SLC15A3	1	1	0
207	SPI1	SLC7A7	1	1	0
208	SPI1	SPHK1	1	0	1
209	SPI1	TLR7	1	0	1
210	SPI1	TMEM150B	1	1	0
211	SPI1	TNFRSF1B	1	0	1
212	SPI1	TNFSF13B	1	0	1
213	SPI1	TREM2	1	0	1
214	SPI1	TRIM22	1	0	1
215	SPI1	TRPV2	1	1	0
216	SPI1	TYROBP	1	1	0
217	SPI1	VSIG4	1	0	1
218	SSRP1	HNRNPM	1	0	1
219	SSRP1	HNRNPUL2	1	0	1
220	SSRP1	NCL	1	0	1
221	SSRP1	PATL1	1	0	1
222	SSRP1	RNF168	1	0	1
223	SSRP1	SMARCD2	1	0	1
224	SSRP1	SUPT16H	1	0	1
225	T	DCAF7	1	0	1
226	T	SPG20	1	0	1
227	TBX1	CBX5	1	0	1
228	TBX1	HLA-DRB5	1	0	1
229	TBX1	KDM1A	1	0	1
230	TBX1	POLDIP3	1	0	1
231	TBX1	RPL4	1	0	1
232	TBX1	SCPEP1	1	0	1
233	TBX1	SUSD5	1	0	1
234	THRA	SIGLEC1	1	0	1
235	VEZF1	BECN1	1	0	1
236	VEZF1	CCL3	1	0	1
237	VEZF1	EIF4G2	1	0	1
238	VEZF1	KLHL11	1	1	0
239	VEZF1	KRBA2	1	0	1
240	VEZF1	MED1	1	0	1
241	VEZF1	POLDIP3	1	0	1
242	VEZF1	PUM1	1	0	1
243	VEZF1	RFFL	1	0	1
244	VEZF1	SLC39A7	1	0	1
245	VEZF1	SMCR8	1	0	1
246	VEZF1	SMURF2	1	0	1
247	ZBED2	CCL23	1	0	1
248	ZBED2	CLEC2B	1	0	1
249	ZBED2	DNASE1L3	1	0	1
250	ZBED2	EBI3	1	0	1
251	ZBED2	IL21R	1	0	1
252	ZBED2	LPAR5	1	0	1
253	ZBED2	LSP1	1	0	1
254	ZBED2	PPME1	1	0	1
255	ZBED2	SAMSN1	1	0	1
256	ZBED2	TNFSF13B	1	0	1
257	ZBED4	SLC7A1	1	0	1
258	ZBTB12	CMTM3	1	0	1
259	ZBTB12	ISCU	1	0	1
260	ZBTB12	ITM2A	1	0	1
261	ZBTB12	REPS1	1	0	1
262	ZBTB12	TRAF3IP1	1	0	1
263	ZBTB12	TSPAN4	1	0	1
264	ZBTB12	XPO5	1	0	1
265	ZC3H4	CCRL2	1	0	1
266	ZC3H4	MS4A4A	1	0	1
267	ZC3H4	MS4A6A	1	0	1
268	ZC3H4	MS4A7	1	0	1
269	ZC3H4	TYROBP	1	0	1
270	ZEB2	ACP5	1	0	1
271	ZEB2	ANXA6	1	1	0
272	ZEB2	CSF1R	1	0	1
273	ZEB2	DAB2	1	1	0
274	ZEB2	ENTPD1	1	1	0
275	ZEB2	FEZ1	1	0	1
276	ZEB2	GIMAP8	1	0	1
277	ZEB2	GLIPR1	1	0	1
278	ZEB2	GNG2	1	0	1
279	ZEB2	HLA-DOA	1	0	1
280	ZEB2	IFI27L2	1	0	1
281	ZEB2	IL21R	1	0	1
282	ZEB2	LGALS1	1	0	1
283	ZEB2	LMO2	1	0	1
284	ZEB2	MPEG1	1	0	1
285	ZEB2	MSN	1	0	1
286	ZEB2	RAB31	1	0	1
287	ZEB2	RASGRP3	1	0	1
288	ZEB2	SEMA7A	1	0	1
289	ZEB2	SLC43A3	1	1	0
290	ZEB2	SLCO2B1	1	0	1
291	ZEB2	SLFN11	1	1	0
292	ZEB2	TGFBI	1	1	0
293	ZEB2	TRAM2	1	0	1
294	ZEB2	TRPV2	1	0	1
295	ZFP3	AKR1C3	1	0	1
296	ZFP3	DKC1	1	0	1
297	ZNF146	HLA-DRB5	1	0	1
298	ZNF146	KPNB1	1	0	1
299	ZNF146	LSM14A	1	0	1
300	ZNF146	RPL3	1	0	1
301	ZNF146	TLK2	1	0	1
302	ZNF146	U2AF2	1	0	1
303	ZNF613	POLDIP3	1	0	1
304	ZNF629	CLEC2B	1	0	1
305	ZNF629	CNN2	1	0	1
306	ZNF629	PDK4	1	0	1
307	ZNF629	RASGRP3	1	0	1
308	ZNF653	C3AR1	1	0	1
309	ZNF653	CCL3	1	0	1
310	ZNF653	CCNK	1	0	1
311	ZNF653	CRKL	1	0	1
312	ZNF653	FPR3	1	0	1
313	ZNF653	KITLG	1	0	1
314	ZNF653	PDK4	1	0	1
315	ZNF653	PTPN11	1	0	1
316	ZNF653	TLR7	1	0	1
317	ZNF664	ATXN7L3B	1	0	1
318	ZNF664	KHSRP	1	0	1
319	ZNF664	NOLC1	1	0	1
320	ZNF664	UNC119B	1	0	1
321	ZNF764	CD163	1	0	1
322	ZNF764	MRC1	1	0	1
323	ZNF764	PDPK1	1	0	1
324	ZNF764	PSAP	1	0	1
325	ZNF764	SLC16A7	1	0	1
326	ZNF770	CCT8	1	0	1
327	ZNF770	DDI2	1	0	1
328	ZNF770	DKC1	1	0	1
329	ZNF770	FEM1A	1	0	1
330	ZNF770	NUP155	1	0	1
331	ZNF770	PSME2	1	0	1
332	ZNF770	PTPN11	1	0	1
333	ZNF770	USP37	1	0	1
334	ADNP	KIAA1147	0	1	1
335	BATF2	GBP4	0	1	1
336	BATF2	GLIPR1	0	1	1
337	BATF2	MYL12A	0	1	1
338	BATF2	PSME1	0	1	1
339	BATF2	TMED8	0	1	1
340	BCL6B	PLCB4	0	1	1
341	BCL6B	RNASE1	0	1	1
342	BCL6B	TYROBP	0	1	1
343	BRCA1	CKAP5	0	1	1
344	BRCA1	CSF1R	0	1	1
345	CASZ1	CCL23	0	1	1
346	CASZ1	CYTL1	0	1	1
347	CASZ1	DKC1	0	1	1
348	CASZ1	GLIPR2	0	1	1
349	CASZ1	GMFG	0	1	1
350	CASZ1	IFI27L2	0	1	1
351	CASZ1	MLEC	0	1	1
352	ELK3	C10orf128	0	1	1
353	ELK3	EMP3	0	1	1
354	ELK3	FPR3	0	1	1
355	ELK3	FXYD5	0	1	1
356	ELK3	LY96	0	1	1
357	ELK3	MMP19	0	1	1
358	ELK3	PECAM1	0	1	1
359	ELK3	TCN2	0	1	1
360	EP300	DDX3X	0	1	1
361	EP300	EMP3	0	1	1
362	EP300	FOLR2	0	1	1
363	EP300	HELZ	0	1	1
364	EP300	PRR14L	0	1	1
365	EP300	PUM1	0	1	1
366	GATA2	DUSP16	0	1	1
367	GATA2	GNG2	0	1	1
368	GLI1	RCBTB2	0	1	1
369	GLI1	TMED8	0	1	1
370	IRF8	APOBEC3C	0	1	1
371	IRF8	CASP1	0	1	1
372	IRF8	CYSLTR1	0	1	1
373	IRF8	EPSTI1	0	1	1
374	IRF8	FCHSD2	0	1	1
375	IRF8	FLT3LG	0	1	1
376	IRF8	GNG2	0	1	1
377	IRF8	GPR183	0	1	1
378	IRF8	HLA-DOA	0	1	1
379	IRF8	HLA-DRA	0	1	1
380	IRF8	IL27RA	0	1	1
381	IRF8	IL2RG	0	1	1
382	IRF8	MPEG1	0	1	1
383	IRF8	RASA3	0	1	1
384	IRF8	SAMD9L	0	1	1
385	IRF8	SAMSN1	0	1	1
386	IRF8	TRIM22	0	1	1
387	IRF8	TRIM34	0	1	1
388	MAFG	DNAJC6	0	1	1
389	MAFG	PECAM1	0	1	1
390	MNT	HNRNPA1	0	1	1
391	NF1	IL27RA	0	1	1
392	NF1	RBP7	0	1	1
393	NF1	SH3BP5L	0	1	1
394	NF1	VAMP5	0	1	1
395	NFIC	AGPAT4	0	1	1
396	NFIC	NAPB	0	1	1
397	NFIC	RASSF1	0	1	1
398	NFIC	RCBTB2	0	1	1
399	NFIC	SLFN11	0	1	1
400	NFIC	TMSB4X	0	1	1
401	NKX2-1	RPL4	0	1	1
402	NR1H3	TMED8	0	1	1
403	ONECUT1	RAB39A	0	1	1
404	ONECUT1	RAB42	0	1	1
405	POU3F3	KITLG	0	1	1
406	POU3F3	SLC15A3	0	1	1
407	POU3F3	SMCR8	0	1	1
408	RFX1	HNRNPA1	0	1	1
409	RFX1	MYL12A	0	1	1
410	SMARCC1	C10orf128	0	1	1
411	SMARCC1	KPNB1	0	1	1
412	SMARCC1	ZDHHC5	0	1	1
413	SNAPC4	MYL12A	0	1	1
414	SNAPC4	RAB35	0	1	1
415	SNAPC4	RAB42	0	1	1
416	SNAPC4	TRPV2	0	1	1
417	SPI1	ANPEP	0	1	1
418	SPI1	CCL4	0	1	1
419	SPI1	CSF1R	0	1	1
420	SPI1	FXYD5	0	1	1
421	SPI1	GNAI2	0	1	1
422	SPI1	PLEKHO2	0	1	1
423	SPI1	SEMA7A	0	1	1
424	SPI1	SLC16A7	0	1	1
425	SPI1	TRAF3IP1	0	1	1
426	SSRP1	ITM2B	0	1	1
427	SSRP1	KHDRBS1	0	1	1
428	T	RCBTB2	0	1	1
429	T	SULF2	0	1	1
430	TBX1	GAS7	0	1	1
431	TBX1	KATNAL1	0	1	1
432	TBX1	LITAF	0	1	1
433	THRA	DUSP16	0	1	1
434	THRA	FOLR2	0	1	1
435	THRA	SLC15A3	0	1	1
436	VEZF1	ACTG1	0	1	1
437	VEZF1	CSDE1	0	1	1
438	VEZF1	DCAF7	0	1	1
439	VEZF1	GNAI2	0	1	1
440	VEZF1	LITAF	0	1	1
441	VEZF1	NAF1	0	1	1
442	ZBED2	ATXN7L3B	0	1	1
443	ZBED2	CCL4	0	1	1
444	ZBED2	CD40	0	1	1
445	ZBED4	CNRIP1	0	1	1
446	ZBED4	DKC1	0	1	1
447	ZBED4	NPC2	0	1	1
448	ZBED4	NUP62	0	1	1
449	ZBED4	U2AF2	0	1	1
450	ZBTB12	COTL1	0	1	1
451	ZBTB12	FOLR2	0	1	1
452	ZBTB12	PSME1	0	1	1
453	ZC3H4	MAP3K9	0	1	1
454	ZEB2	ARHGDIB	0	1	1
455	ZEB2	ATXN7L3B	0	1	1
456	ZEB2	DKC1	0	1	1
457	ZEB2	GBP2	0	1	1
458	ZEB2	IL18BP	0	1	1
459	ZEB2	KHNYN	0	1	1
460	ZEB2	SPG20	0	1	1
461	ZEB2	ST3GAL2	0	1	1
462	ZEB2	SULF2	0	1	1
463	ZEB2	TMEM106A	0	1	1
464	ZFP3	GBP4	0	1	1
465	ZNF146	GNAI2	0	1	1
466	ZNF146	KHSRP	0	1	1
467	ZNF146	RNF168	0	1	1
468	ZNF613	AGPAT4	0	1	1
469	ZNF613	GLIPR2	0	1	1
470	ZNF613	SIRPA	0	1	1
471	ZNF613	STAB1	0	1	1
472	ZNF629	CARD16	0	1	1
473	ZNF629	CKAP5	0	1	1
474	ZNF629	LMO2	0	1	1
475	ZNF629	MDFIC	0	1	1
476	ZNF629	MS4A7	0	1	1
477	ZNF629	MYL12A	0	1	1
478	ZNF653	CCL4	0	1	1
479	ZNF653	IL18	0	1	1
480	ZNF653	KHDRBS1	0	1	1
481	ZNF653	RAB35	0	1	1
482	ZNF664	APEX1	0	1	1
483	ZNF664	DCAF7	0	1	1
484	ZNF664	FPR3	0	1	1
485	ZNF664	SMCR8	0	1	1
486	ZNF664	STARD8	0	1	1
487	ZNF764	CCT6A	0	1	1
488	ZNF764	MYEF2	0	1	1
489	ZNF764	PHF11	0	1	1
490	ZNF770	KPNB1	0	1	1
491	ZNF770	LSM14B	0	1	1
492	ZNF770	SET	0	1	1
