gene-name	is-regulator	avg-all	avg-nonresp	avg-respond	avg-diff	t-pval	t-stat	wilcox-pval	wilcox-stat	num-repeats-all	num-repeats-nonresp	num-repeats-respond
BACE1	0	2.91	2.94	2.88	0.054	0.747	0.325	0.494	171	2	1	1
PKP4	0	4.02	4	4.06	-0.062	0.749	-0.322	0.61	134	1	1	1
OTUD3	0	1.92	1.9	1.95	-0.0536	0.751	-0.32	0.665	136	2	1	2
MGAT5B	0	0.674	0.643	0.715	-0.0715	0.752	-0.319	0.908	154	1	1	1
SLC38A1	0	3.32	3.26	3.4	-0.133	0.756	-0.313	0.882	145	1	1	1
PWP2	0	0.807	0.778	0.845	-0.067	0.774	-0.289	0.521	130	1	1	1
ZBTB12	1	2.52	2.56	2.47	0.0915	0.775	0.288	0.564	168	1	1	1
LSM14A	0	5.09	5.07	5.13	-0.0541	0.779	-0.283	0.657	136	1	1	1
MYEF2	0	2.03	2.06	1.98	0.0767	0.781	0.281	0.805	158	1	1	1
ACLY	0	6.3	6.26	6.35	-0.0889	0.788	-0.272	0.856	144	1	1	1
SLC39A7	0	6.54	6.57	6.51	0.0627	0.79	0.269	0.587	167	1	1	1
NT5DC3	0	2.12	2.09	2.16	-0.0657	0.795	-0.262	0.987	149	2	2	1
LRFN5	0	0.241	0.216	0.273	-0.0574	0.797	-0.259	0.571	132	2	1	1
PUM1	0	4.42	4.44	4.39	0.047	0.798	0.258	0.61	166	1	1	1
PHF13	0	3.01	3.03	2.98	0.0482	0.799	0.257	0.499	171	1	1	1
PSMD11	0	4.61	4.59	4.64	-0.0531	0.8	-0.256	0.587	167	1	1	1
EPHA7	0	1.01	0.982	1.05	-0.0715	0.801	-0.254	0.705	138	1	1	1
FNBP1L	0	4.15	4.18	4.11	0.0778	0.802	0.253	0.521	170	1	1	1
ENO2	0	2.67	2.72	2.62	0.0997	0.807	0.246	0.908	154	1	1	1
RNF168	0	2.6	2.62	2.57	0.043	0.811	0.242	0.961	152	1	1	1
PRR14L	0	2.57	2.55	2.6	-0.0499	0.817	-0.233	0.961	148	1	1	1
GANAB	0	7.12	7.13	7.09	0.0405	0.822	0.227	0.701	162	2	1	1
LDOC1L	0	3.24	3.22	3.28	-0.0592	0.822	-0.226	0.961	152	1	1	1
GNG4	0	2.24	2.29	2.17	0.119	0.824	0.224	0.856	156	1	1	1
SPTLC2	0	3.31	3.29	3.34	-0.0434	0.834	-0.212	0.987	151	1	1	1
RTN4RL2	0	1.72	1.69	1.76	-0.0645	0.836	-0.209	0.856	144	1	1	1
AHSA1	0	5.84	5.86	5.82	0.042	0.84	0.204	0.564	168	1	1	1
PAFAH1B1	0	4.31	4.33	4.29	0.0385	0.843	0.199	0.987	151	2	1	2
TBC1D24	0	2.53	2.54	2.51	0.037	0.852	0.189	0.987	151	1	1	1
NFIC	1	4.68	4.66	4.72	-0.0558	0.853	-0.187	0.856	144	1	1	1
AVL9	0	3.53	3.54	3.51	0.0323	0.856	0.183	0.855	156	2	1	1
SLC7A1	0	3.63	3.61	3.67	-0.0555	0.856	-0.182	0.805	142	1	1	1
CHST8	0	0.494	0.478	0.514	-0.0364	0.859	-0.179	0.542	131	1	1	1
CHAMP1	0	3.22	3.24	3.2	0.036	0.861	0.177	0.777	141	2	2	1
KIAA1147	0	3.54	3.52	3.56	-0.0384	0.863	-0.174	0.831	143	1	1	1
BRD3	0	3.51	3.53	3.49	0.0373	0.863	0.173	0.882	155	1	1	1
SMCR8	0	2.87	2.89	2.85	0.0382	0.868	0.168	0.78	159	1	1	1
EIF3CL	0	0.694	0.709	0.675	0.0342	0.871	0.165	0.564	168	1	1	1
CAPRIN1	0	5.66	5.68	5.64	0.0371	0.877	0.157	0.751	160	2	1	2
SPTBN4	0	0.912	0.928	0.891	0.0377	0.877	0.156	0.987	149	1	1	1
CCT8	0	6.5	6.49	6.52	-0.0307	0.878	-0.155	0.855	144	2	1	2
USP22	0	5.85	5.87	5.83	0.0382	0.879	0.154	0.78	159	1	1	1
MED1	0	3.05	3.04	3.06	-0.0285	0.881	-0.151	0.908	146	1	1	1
SMC1A	0	3.59	3.6	3.58	0.0246	0.897	0.131	0.755	140	1	1	1
SYNGR4	0	0.516	0.497	0.542	-0.0442	0.898	-0.129	0.458	173	1	1	1
USP11	0	4.19	4.19	4.17	0.021	0.909	0.116	1	150	2	1	1
RBFOX2	0	3.65	3.64	3.67	-0.0249	0.915	-0.107	0.882	155	1	1	1
PLCXD3	0	0.422	0.43	0.412	0.0183	0.925	0.0944	0.641	136	2	1	1
CYB5D1	0	2.96	2.95	2.97	-0.0188	0.93	-0.0888	0.92	154	2	1	1
APLP1	0	1.86	1.84	1.88	-0.0404	0.931	-0.0879	1	150	1	1	1
SOCS7	0	2.55	2.56	2.54	0.0201	0.933	0.0849	0.961	152	1	1	1
RPL30	0	10.8	10.8	10.8	-0.0243	0.937	-0.0803	0.571	132	3	2	2
SULT4A1	0	0.644	0.652	0.633	0.0196	0.939	0.0767	0.4	124	1	1	1
TSPYL4	0	3.78	3.79	3.77	0.0159	0.948	0.0652	0.882	155	1	1	1
TANC2	0	2.24	2.25	2.23	0.0161	0.954	0.0581	0.908	154	1	1	1
BCL2L2	0	4.47	4.47	4.46	0.00837	0.961	0.0488	0.882	145	1	1	1
TTI1	0	3.31	3.31	3.3	0.00709	0.968	0.0403	0.594	166	2	1	1
PRPH	0	0.424	0.427	0.42	0.00684	0.969	0.0386	0.479	128	1	1	1
C14orf132	0	1.55	1.54	1.55	-0.0101	0.972	-0.0359	0.934	153	1	1	1
DTNA	0	0.925	0.927	0.921	0.00666	0.978	0.0275	0.831	143	1	1	1
DCAF7	0	4.89	4.88	4.89	-0.00475	0.981	-0.0238	0.934	153	1	1	1
CCT7	0	6.82	6.82	6.82	0.00321	0.986	0.0179	0.96	152	3	2	1
ANP32A	0	6	6	6	-0.00247	0.989	-0.0139	0.894	154	2	1	1
YWHAG	0	6.17	6.17	6.18	-0.00285	0.99	-0.0129	0.934	147	1	1	1
KHDRBS1	0	5.69	5.69	5.69	-0.00239	0.99	-0.0132	0.633	165	1	1	1
TMEM63C	0	0.934	0.934	0.935	-0.000855	0.998	-0.00299	0.908	146	1	1	1
TRIM25	0	4.1	4.1	4.1	-0.000325	0.998	-0.00197	0.894	154	2	1	1
