gene-name	is-regulator	avg-all	avg-nonresp	avg-respond	avg-diff	t-pval	t-stat	wilcox-pval	wilcox-stat	num-repeats-all	num-repeats-nonresp	num-repeats-respond
CPNE2	0	3.41	3.17	3.51	-0.341	0.26	-1.15	0.237	114	2	1	2
FCHSD2	0	2.48	2.35	2.62	-0.268	0.262	-1.14	0.309	119	2	1	2
GIMAP1	0	1.43	1.5	1.83	-0.323	0.272	-1.12	0.298	118	2	1	1
GBP2	0	3.55	3.44	3.95	-0.511	0.272	-1.12	0.24	114	2	1	1
TAX1BP3	0	4.9	4.77	5.09	-0.326	0.274	-1.11	0.4	124	2	1	1
CMTM3	0	3.3	3.3	3.62	-0.314	0.278	-1.1	0.438	126	2	1	1
ICAM2	0	1.98	1.95	2.3	-0.346	0.279	-1.1	0.158	107	2	1	1
LPAR5	0	0.951	1.17	0.905	0.261	0.29	1.08	0.364	178	2	1	1
TLR7	0	0.73	0.853	0.669	0.184	0.296	1.06	0.705	162	2	1	1
TREM2	0	2.66	2.72	2.26	0.463	0.303	1.05	0.587	167	2	1	1
SLFN12	0	0.937	0.893	1.06	-0.168	0.304	-1.04	0.179	109	2	1	1
CMTM7	0	2.81	2.67	2.97	-0.297	0.317	-1.02	0.169	108	2	1	1
FAM212A	0	1.56	1.58	1.79	-0.208	0.324	-1	0.107	101	2	1	1
TSPAN4	0	3.67	3.54	3.85	-0.307	0.324	-1	0.33	120	2	1	1
GNAI2	0	5.65	5.57	5.81	-0.232	0.334	-0.98	0.214	112	2	1	1
ONECUT1	1	0.185	0.117	0.0476	0.0696	0.336	0.979	0.257	184	3	1	1
APOBEC3C	0	2.78	2.61	3	-0.388	0.337	-0.974	0.202	111	2	1	1
CTSZ	0	6.99	6.93	7.16	-0.229	0.337	-0.975	0.564	132	2	1	1
RASSF1	0	3.68	3.71	3.92	-0.219	0.338	-0.975	0.479	128	2	1	1
SIGLEC8	0	0.779	0.962	0.695	0.267	0.34	0.968	0.633	165	2	1	1
LGMN	0	5.96	6.04	5.75	0.291	0.344	0.961	0.24	186	2	1	1
GLIPR2	0	3.91	3.76	4.06	-0.297	0.345	-0.96	0.701	138	2	2	1
VSIG4	0	1.97	2.09	1.71	0.379	0.357	0.935	0.705	162	2	1	1
IL2RG	0	3	2.96	3.5	-0.539	0.358	-0.932	0.254	115	1	1	1
CD4	0	3.35	3.2	3.58	-0.375	0.362	-0.924	0.382	123	2	1	1
EPB41L3	0	1.38	1.19	1.43	-0.248	0.366	-0.917	0.227	113	2	1	1
EMILIN2	0	1.71	1.6	1.8	-0.206	0.37	-0.913	0.542	131	2	1	1
ANPEP	0	2.76	2.62	2.09	0.524	0.371	0.907	0.73	161	1	1	1
RARRES3	0	4.02	3.7	4.19	-0.488	0.371	-0.907	0.458	127	2	1	1
ZNF613	1	2.91	3.08	3.41	-0.326	0.375	-0.9	0.4	124	2	1	1
CCL4L2	0	1.09	1.09	0.849	0.24	0.375	0.904	0.73	139	1	1	1
IL27RA	0	1.7	1.79	2.03	-0.244	0.376	-0.899	0.4	124	2	1	1
APOL3	0	2.65	2.74	3.08	-0.34	0.38	-0.891	0.283	117	2	1	1
LPXN	0	3.1	3.14	3.5	-0.361	0.382	-0.891	0.564	132	2	1	1
GNG2	0	1.96	1.82	2.12	-0.301	0.383	-0.885	0.114	102	2	1	1
ADORA3	0	1.15	1.2	0.967	0.235	0.384	0.882	0.458	173	2	1	1
LSP1	0	3.06	2.85	3.32	-0.472	0.385	-0.882	0.334	120	2	1	1
GALNT6	0	1.13	1.17	0.914	0.259	0.385	0.88	0.364	178	1	1	1
SLC9A9	0	2.11	2.02	2.33	-0.309	0.394	-0.865	0.438	126	3	1	1
FXYD5	0	3.75	3.61	3.94	-0.33	0.395	-0.862	0.283	117	2	1	1
HLA-DMB	0	4.26	4.52	5.01	-0.492	0.396	-0.861	0.314	119	1	1	1
S100A4	0	4.78	4.59	5.11	-0.517	0.403	-0.848	0.458	127	3	1	1
SOCS3	0	2.51	2.3	2.68	-0.388	0.407	-0.843	0.4	124	2	1	1
IL21R	0	0.892	1.12	0.893	0.229	0.416	0.825	0.657	164	2	1	1
PSMB10	0	4.82	4.73	4.99	-0.261	0.422	-0.814	0.227	113	2	1	1
IFNAR2	0	2.76	2.77	2.95	-0.187	0.423	-0.812	0.268	116	2	1	1
SEMA7A	0	1.45	1.41	1.68	-0.267	0.424	-0.81	0.227	113	2	1	1
CLEC2B	0	1.95	1.94	2.23	-0.291	0.425	-0.808	0.227	113	2	1	1
BCL6B	1	2.28	2.22	2.53	-0.302	0.426	-0.807	0.191	110	2	1	1
THBS1	0	4.39	4.07	4.43	-0.365	0.43	-0.801	0.705	138	2	1	1
EBI3	0	1.13	1.31	1.03	0.282	0.433	0.795	0.815	158	2	1	1
IFI44	0	3.52	3.74	3.5	0.239	0.436	0.788	0.298	182	2	1	1
FOLR2	0	2.92	2.97	2.62	0.348	0.437	0.786	0.438	174	1	1	1
CSF1R	0	2.98	2.78	3.11	-0.325	0.439	-0.784	0.438	126	2	1	1
LILRB4	0	1.72	1.72	1.47	0.249	0.44	0.782	0.78	159	2	1	1
TRAF3IP1	0	2.6	2.73	2.59	0.14	0.44	0.784	0.419	175	2	1	1
SIGLEC7	0	1.03	1.03	0.856	0.177	0.442	0.778	0.521	170	1	1	1
ABI3	0	2.33	2.33	2.54	-0.209	0.444	-0.775	0.268	116	2	1	1
MS4A4A	0	2.34	2.46	2.15	0.304	0.446	0.771	0.382	177	2	1	1
GMFG	0	3.21	3.17	3.57	-0.402	0.446	-0.772	0.314	119	2	1	1
GPR34	0	1.78	1.89	1.64	0.249	0.449	0.766	0.364	178	2	1	1
FPR3	0	2.22	2.29	2.05	0.243	0.451	0.763	0.61	166	1	1	1
DNAJC15	0	1.41	1.4	1.61	-0.209	0.46	-0.748	0.4	124	1	1	1
MAPRE2	0	2.83	2.61	2.81	-0.201	0.461	-0.746	0.542	131	2	1	1
CD163	0	2.44	2.42	2.1	0.327	0.47	0.732	0.681	163	2	1	1
NEUROD2	1	0.132	0.0347	0.0238	0.0109	0.474	0.726	0.894	146	4	2	1
SLFN11	0	2.08	1.95	2.16	-0.211	0.474	-0.725	0.419	125	2	1	1
APOL2	0	3.84	3.94	4.11	-0.167	0.476	-0.722	0.499	129	1	1	1
HLA-DQB1	0	4.57	5.06	4.63	0.425	0.477	0.72	0.587	167	2	1	1
SLC25A20	0	3.14	3.36	3.14	0.221	0.484	0.709	0.368	178	2	1	1
ZC3H4	1	3.33	3.18	3.28	-0.104	0.488	-0.702	0.657	136	2	1	1
CLIC2	0	1.75	1.73	1.97	-0.24	0.49	-0.699	0.705	138	2	1	1
EP300	1	3.81	3.73	3.91	-0.178	0.494	-0.694	0.564	132	2	1	1
IGSF6	0	2.2	2.36	2.1	0.264	0.499	0.683	0.657	164	2	1	1
CD300C	0	0.876	0.914	0.747	0.166	0.505	0.674	0.657	164	2	1	1
SLC37A2	0	2.25	2.13	2.42	-0.297	0.508	-0.67	0.521	130	2	1	1
LGALS3	0	4.98	4.73	5.12	-0.386	0.511	-0.664	0.499	129	2	1	1
PRR5L	0	1.19	1.16	1.28	-0.115	0.512	-0.663	0.254	115	2	1	1
ZFP36L2	0	4.83	4.92	5.19	-0.269	0.516	-0.657	0.681	137	2	1	1
RASGRP3	0	1.72	1.8	1.95	-0.148	0.518	-0.654	0.314	119	2	1	1
TRIM37	0	3.23	3.07	3.21	-0.135	0.519	-0.651	0.479	128	2	1	1
HDAC1	0	6.22	6.34	6.23	0.111	0.521	0.652	0.386	176	3	2	1
GATA2	1	4.86	5.16	5.46	-0.301	0.522	-0.647	0.856	144	2	1	1
RAB31	0	3.29	3.08	3.35	-0.272	0.522	-0.648	0.542	131	2	1	1
CDH2	0	1.64	1.31	1.08	0.232	0.525	0.642	0.805	158	1	1	1
GBP4	0	2.2	2.3	2.53	-0.228	0.528	-0.638	0.283	117	2	1	1
C3AR1	0	2.08	2.11	1.89	0.219	0.532	0.633	0.681	163	2	1	1
RILPL2	0	2.05	2.23	2.34	-0.11	0.533	-0.632	0.681	137	2	1	1
BTN3A3	0	2.87	2.86	3.05	-0.189	0.536	-0.626	0.587	133	1	1	1
HS3ST2	0	1.17	1.32	1.08	0.234	0.537	0.625	0.359	178	2	1	2
THRA	1	3.13	3.1	3.22	-0.125	0.539	-0.62	0.61	134	2	1	1
NPC2	0	5.59	5.69	5.49	0.203	0.539	0.62	0.526	170	2	1	1
TRIM34	0	1.48	1.44	1.58	-0.143	0.54	-0.621	0.537	131	2	2	1
HLA-DRA	0	7.8	8.12	7.71	0.407	0.542	0.618	0.689	162	4	2	1
CDON	0	1.53	1.48	1.34	0.141	0.553	0.6	0.677	163	2	1	2
TCN2	0	2.42	2.36	2.17	0.192	0.558	0.591	0.617	166	2	1	1
SELE	0	0.606	0.658	0.541	0.117	0.559	0.592	0.298	182	2	1	1
CYBA	0	4.32	3.98	4.29	-0.312	0.561	-0.587	0.33	120	2	1	1
IFIT3	0	2.82	2.79	2.63	0.167	0.563	0.585	0.714	162	2	1	1
MRC1	0	1.51	1.54	1.35	0.19	0.57	0.574	0.587	167	2	1	1
WIPI1	0	3.47	3.39	3.58	-0.187	0.575	-0.567	0.364	122	2	1	1
CCL23	0	0.448	0.314	0.403	-0.0888	0.576	-0.566	0.78	141	1	1	1
DUSP5	0	1.86	1.8	1.99	-0.189	0.577	-0.565	0.587	133	1	1	1
WDR35	0	1.91	1.87	1.99	-0.121	0.578	-0.564	0.961	152	2	1	1
KDM1A	0	5.16	5.1	5	0.102	0.578	0.561	0.629	165	2	2	1
TRPV2	0	2.02	1.96	2.14	-0.184	0.579	-0.561	0.314	119	2	1	1
FGL2	0	2.26	2.2	2.47	-0.267	0.579	-0.561	0.587	133	2	1	1
SLC7A7	0	2.15	2.15	1.95	0.192	0.58	0.559	0.882	155	2	1	1
ACTR3	0	4.6	4.6	4.71	-0.117	0.582	-0.557	0.564	132	2	1	1
CCL18	0	2.03	2.15	1.79	0.356	0.583	0.554	0.882	145	2	1	1
ANXA1	0	5.14	5.16	5.51	-0.348	0.584	-0.552	0.458	127	2	1	1
ASAH1	0	5.07	5.15	5.32	-0.173	0.585	-0.553	0.805	142	2	1	1
NR1H3	1	2.73	2.75	2.62	0.127	0.59	0.544	0.908	154	2	1	1
RNASE1	0	4.94	4.95	5.15	-0.202	0.599	-0.531	0.61	134	2	1	1
EDEM2	0	4.15	4.23	4.14	0.085	0.605	0.522	0.484	172	2	1	1
IRF8	1	1.96	1.91	2.11	-0.203	0.615	-0.509	0.987	149	2	1	1
MMP19	0	1.65	1.47	1.6	-0.13	0.615	-0.509	0.542	131	2	1	1
AKR1C3	0	2.9	2.63	2.88	-0.244	0.616	-0.506	0.217	112	2	1	1
PSMB8	0	4.79	4.88	4.69	0.194	0.616	0.507	0.856	156	2	1	1
PLAU	0	2.49	2.36	2.21	0.145	0.617	0.505	0.908	146	2	1	1
NOSTRIN	0	1.75	1.86	2.02	-0.159	0.622	-0.499	0.961	152	1	1	1
TRAFD1	0	3.98	4	4.09	-0.0919	0.627	-0.491	0.764	140	2	1	1
SAMD9L	0	1.64	1.66	1.8	-0.144	0.629	-0.488	0.542	131	1	1	1
DRAM1	0	2.35	2.41	2.56	-0.147	0.633	-0.482	0.657	136	2	1	1
DERL3	0	2.01	2.17	2	0.168	0.638	0.474	0.908	146	2	1	1
LAP3	0	4.88	4.93	4.82	0.112	0.645	0.465	0.564	168	2	1	1
HGF	0	0.785	0.698	0.794	-0.0965	0.645	-0.465	0.359	122	2	1	2
PAPSS2	0	2.15	1.89	2.03	-0.144	0.651	-0.457	0.521	130	2	1	1
IL18	0	2.12	2.22	2.02	0.203	0.655	0.451	0.987	151	1	1	1
EGFL6	0	0.67	0.665	0.552	0.113	0.657	0.45	0.117	198	2	1	1
LY96	0	2.97	3.01	2.81	0.203	0.66	0.444	1	150	2	1	1
DOK1	0	2.41	2.29	2.39	-0.1	0.662	-0.442	0.868	144	2	1	1
RENBP	0	2.6	2.58	2.75	-0.17	0.663	-0.44	0.542	131	1	1	1
RNASE6	0	2.79	2.79	2.97	-0.173	0.663	-0.44	0.681	137	1	1	1
GLRX	0	3.26	3.34	3.16	0.177	0.667	0.434	0.755	160	2	1	1
VAMP5	0	4.18	4.14	4.32	-0.176	0.676	-0.421	0.521	130	1	1	1
SCPEP1	0	4.8	4.86	4.96	-0.103	0.681	-0.415	0.73	139	3	1	1
MS4A7	0	2.45	2.54	2.39	0.148	0.682	0.413	0.961	152	2	1	1
RAB4B	0	3.66	3.69	3.57	0.121	0.683	0.413	0.755	160	2	1	1
TYROBP	0	5.19	4.96	5.16	-0.204	0.694	-0.397	0.564	132	1	1	1
OSTF1	0	4.72	4.65	4.75	-0.101	0.694	-0.397	0.987	151	2	1	1
C1QB	0	5.49	5.32	5.11	0.207	0.696	0.394	0.908	154	2	1	1
BST2	0	4.96	5.28	5.08	0.199	0.698	0.392	0.961	152	2	1	1
CD33	0	1.08	1.12	0.999	0.121	0.704	0.383	0.79	158	2	1	1
RFX1	1	2.51	2.56	2.62	-0.0634	0.71	-0.375	0.961	148	2	1	1
CMKLR1	0	1.44	1.51	1.42	0.098	0.711	0.373	0.755	160	3	1	1
KIAA1324L	0	1.6	1.62	1.72	-0.0987	0.713	-0.371	0.705	138	2	1	1
MLKL	0	2.02	2.07	2.19	-0.116	0.713	-0.372	0.881	145	2	2	1
SPNS2	0	1.93	2.01	2.11	-0.0938	0.714	-0.37	0.283	117	2	1	1
DNASE1L3	0	1.29	1.11	1.24	-0.133	0.717	-0.366	0.61	134	1	1	1
SPI1	1	2.98	2.86	3.02	-0.163	0.72	-0.362	0.73	139	2	1	1
MILR1	0	1.34	1.46	1.35	0.111	0.722	0.359	0.907	154	2	2	2
ADAP2	0	2.22	2.25	2.17	0.0841	0.724	0.357	0.479	172	2	1	1
MPEG1	0	2.63	2.61	2.78	-0.162	0.727	-0.352	0.908	146	1	1	1
SLC15A3	0	2.94	2.75	2.88	-0.131	0.732	-0.346	0.479	128	2	1	1
CPNE5	0	1.24	1.32	1.24	0.0784	0.742	0.332	0.458	127	2	1	1
C10orf128	0	1.28	1.35	1.44	-0.088	0.747	-0.326	0.542	131	2	1	1
LSM14B	0	4.41	4.39	4.34	0.0487	0.747	0.325	0.908	154	3	1	1
APOL1	0	3.41	3.43	3.57	-0.146	0.752	-0.318	0.564	132	2	1	1
HAPLN3	0	1.94	1.92	2.02	-0.098	0.753	-0.317	0.364	122	2	1	1
CCL3L3	0	1.12	0.983	0.897	0.0857	0.753	0.317	0.987	149	2	2	1
PLBD1	0	2.2	2.01	2.17	-0.154	0.757	-0.312	0.633	135	1	1	1
C1QC	0	5.24	5.1	4.95	0.151	0.758	0.311	0.987	151	2	1	1
GNGT2	0	0.834	0.905	0.846	0.0585	0.761	0.307	0.705	138	2	1	1
CRIP1	0	4.4	4.39	4.24	0.155	0.763	0.305	0.681	137	2	1	1
GPX7	0	2.73	2.81	2.68	0.128	0.766	0.301	0.987	151	2	1	1
CTSC	0	2.64	2.61	2.73	-0.118	0.767	-0.299	0.419	125	2	1	1
MAFG	1	2.92	2.83	2.88	-0.0493	0.768	-0.299	0.681	137	3	1	1
NTAN1	0	4.05	3.81	3.88	-0.0645	0.769	-0.296	0.73	139	2	1	1
TNFSF13	0	3.67	3.88	3.8	0.0858	0.769	0.296	0.657	164	2	1	1
NAGK	0	4.08	4.08	4.02	0.0634	0.771	0.294	0.587	167	2	1	1
CYBRD1	0	3.95	4.04	4.17	-0.127	0.778	-0.284	0.78	141	1	1	1
MYEF2	0	1.94	2.06	1.98	0.0767	0.781	0.281	0.805	158	2	1	1
APOBEC3G	0	1.94	2	2.11	-0.115	0.783	-0.278	0.359	122	2	1	1
ACLY	0	6.19	6.26	6.35	-0.0889	0.788	-0.272	0.856	144	2	1	1
ADPRH	0	1.67	1.84	1.78	0.0569	0.794	0.263	0.908	154	2	1	1
EPHA7	0	1.16	0.982	1.05	-0.0715	0.801	-0.254	0.705	138	2	1	1
GPR68	0	1.09	1.18	1.25	-0.0673	0.803	-0.251	0.856	144	2	1	1
HMOX1	0	4.01	3.71	3.6	0.114	0.805	0.249	0.934	147	2	1	1
CASZ1	1	3.58	3.67	3.77	-0.1	0.813	-0.239	0.856	144	2	1	1
LGALS9	0	3.11	3.02	3.11	-0.0903	0.813	-0.238	0.364	122	2	1	1
CCRL2	0	1.04	1.1	1.03	0.0626	0.814	0.238	0.856	144	2	1	1
ZNF146	1	4.87	4.88	4.93	-0.053	0.816	-0.235	0.705	138	2	1	1
FCGR3A	0	3.32	3.25	3.14	0.11	0.816	0.234	0.831	157	1	1	1
CARD16	0	2.33	2.39	2.5	-0.106	0.817	-0.233	0.364	122	2	1	1
CTSB	0	6.5	6.34	6.43	-0.0964	0.818	-0.231	0.934	147	2	1	1
CYSLTR1	0	1.03	1.15	1.09	0.0641	0.819	0.231	0.61	134	2	1	1
CORO1C	0	4.02	3.81	3.86	-0.0548	0.823	-0.225	0.841	144	2	1	1
CPA3	0	1.69	1.97	1.87	0.102	0.83	0.217	0.831	157	2	1	1
LYVE1	0	0.986	0.935	0.99	-0.0542	0.831	-0.215	0.438	126	2	1	1
CXCL9	0	2.53	2.65	2.51	0.141	0.836	0.208	0.499	129	1	1	1
TNFSF13B	0	1.67	1.79	1.72	0.0719	0.837	0.207	0.908	146	2	1	1
HLA-DQA2	0	1.57	1.43	1.55	-0.12	0.838	-0.207	0.755	160	1	1	1
HLA-DOA	0	1.96	2.25	2.16	0.0917	0.84	0.204	0.882	145	2	1	1
LIPA	0	4.44	4.42	4.49	-0.0702	0.841	-0.202	0.499	129	2	1	1
CYTL1	0	1.02	0.989	1.04	-0.0544	0.841	-0.203	0.681	137	2	1	1
BCL2A1	0	1.4	1.32	1.41	-0.0931	0.841	-0.202	0.73	139	2	1	1
LY86	0	2	2.11	2.03	0.0732	0.845	0.197	0.908	146	2	1	1
STARD8	0	1.35	1.36	1.4	-0.0342	0.851	-0.189	0.521	130	2	1	1
DOK2	0	1.77	1.77	1.84	-0.0688	0.852	-0.188	0.831	143	1	1	1
CAPG	0	4.05	3.89	3.99	-0.0934	0.862	-0.175	0.755	140	2	1	1
CASP4	0	3.72	3.65	3.71	-0.0556	0.867	-0.169	1	150	2	1	1
SUSD5	0	0.588	0.688	0.654	0.0333	0.867	0.169	0.961	148	2	1	1
C1QA	0	5.23	5.11	5.02	0.0867	0.87	0.165	0.987	151	2	1	1
ANKRD22	0	2.22	2.38	2.46	-0.0766	0.871	-0.163	0.61	134	2	1	1
ADNP	1	4.53	4.6	4.58	0.0255	0.874	0.16	0.973	152	2	1	1
DAB2	0	3.29	3.29	3.24	0.0501	0.875	0.158	1	150	2	1	1
SGK1	0	2.93	2.77	2.71	0.0627	0.876	0.157	0.961	152	2	1	1
RBP7	0	3.3	3.28	3.21	0.0707	0.877	0.156	0.908	146	1	1	1
PSAP	0	8.69	8.71	8.75	-0.0431	0.878	-0.154	0.92	154	3	2	1
SCARF1	0	2.17	2.28	2.32	-0.0377	0.88	-0.152	0.856	144	2	1	1
LAIR1	0	1.84	1.84	1.89	-0.0539	0.882	-0.15	0.73	139	2	1	1
MS4A6A	0	3.13	3.07	3.01	0.0644	0.882	0.149	0.934	147	2	1	1
OLR1	0	1.33	1.19	1.14	0.0594	0.882	0.15	0.868	144	2	2	1
KCTD12	0	3.74	3.97	4.03	-0.0567	0.883	-0.148	0.987	151	1	1	1
SPHK1	0	1.9	1.84	1.8	0.0427	0.889	0.141	0.973	148	2	1	1
IFI35	0	4.27	4.2	4.24	-0.0447	0.889	-0.14	1	150	2	1	1
EVI2A	0	2.16	2.23	2.3	-0.0626	0.901	-0.125	0.633	135	2	1	1
IL18BP	0	2.1	2.1	2.13	-0.0277	0.906	-0.119	0.605	134	2	1	2
COTL1	0	5.78	5.86	5.9	-0.0408	0.91	-0.114	0.856	144	2	1	1
HLA-DRB5	0	4.16	4.38	4.29	0.0874	0.912	0.111	0.987	151	3	1	1
