gene-name	is-regulator	avg-all	avg-nonresp	avg-respond	avg-diff	t-pval	t-stat	wilcox-pval	wilcox-stat	num-repeats-all	num-repeats-nonresp	num-repeats-respond
ZBED2	1	0.293	0.475	0.195	0.28	0.274	1.12	0.705	162	2	1	1
TAX1BP3	0	4.9	4.77	5.09	-0.326	0.274	-1.11	0.4	124	2	1	1
CMTM3	0	3.3	3.3	3.62	-0.314	0.278	-1.1	0.438	126	2	1	1
ICAM2	0	1.98	1.95	2.3	-0.346	0.279	-1.1	0.158	107	2	1	1
LPAR5	0	0.951	1.17	0.905	0.261	0.29	1.08	0.364	178	2	1	1
ICAM1	0	2.9	2.68	3.03	-0.356	0.295	-1.06	0.158	107	2	1	1
TLR7	0	0.73	0.853	0.669	0.184	0.296	1.06	0.705	162	2	1	1
TREM2	0	2.66	2.72	2.26	0.463	0.303	1.05	0.587	167	2	1	1
SLFN12	0	0.937	0.893	1.06	-0.168	0.304	-1.04	0.179	109	2	1	1
FEZ1	0	1.97	1.68	1.94	-0.262	0.319	-1.01	0.254	115	2	1	1
FAM212A	0	1.56	1.58	1.79	-0.208	0.324	-1	0.107	101	2	1	1
TSPAN4	0	3.67	3.54	3.85	-0.307	0.324	-1	0.33	120	2	1	1
GNAI2	0	5.65	5.57	5.81	-0.232	0.334	-0.98	0.214	112	2	1	1
ONECUT1	1	0.185	0.117	0.0476	0.0696	0.336	0.979	0.257	184	3	1	1
APOBEC3C	0	2.78	2.61	3	-0.388	0.337	-0.974	0.202	111	2	1	1
CTSZ	0	6.99	6.93	7.16	-0.229	0.337	-0.975	0.564	132	2	1	1
RASSF1	0	3.68	3.71	3.92	-0.219	0.338	-0.975	0.479	128	2	1	1
SIGLEC8	0	0.779	0.962	0.695	0.267	0.34	0.968	0.633	165	2	1	1
LGMN	0	5.96	6.04	5.75	0.291	0.344	0.961	0.24	186	2	1	1
GLIPR2	0	3.91	3.76	4.06	-0.297	0.345	-0.96	0.701	138	2	2	1
VSIG4	0	1.97	2.09	1.71	0.379	0.357	0.935	0.705	162	2	1	1
IL2RG	0	3	2.96	3.5	-0.539	0.358	-0.932	0.254	115	1	1	1
CD4	0	3.35	3.2	3.58	-0.375	0.362	-0.924	0.382	123	2	1	1
EMILIN2	0	1.71	1.6	1.8	-0.206	0.37	-0.913	0.542	131	2	1	1
ANPEP	0	2.76	2.62	2.09	0.524	0.371	0.907	0.73	161	1	1	1
ZNF613	1	2.91	3.08	3.41	-0.326	0.375	-0.9	0.4	124	2	1	1
CCL4L2	0	1.09	1.09	0.849	0.24	0.375	0.904	0.73	139	1	1	1
IL27RA	0	1.7	1.79	2.03	-0.244	0.376	-0.899	0.4	124	2	1	1
APOL3	0	2.65	2.74	3.08	-0.34	0.38	-0.891	0.283	117	2	1	1
GNG2	0	1.96	1.82	2.12	-0.301	0.383	-0.885	0.114	102	2	1	1
ADORA3	0	1.15	1.2	0.967	0.235	0.384	0.882	0.458	173	2	1	1
LSP1	0	3.06	2.85	3.32	-0.472	0.385	-0.882	0.334	120	2	1	1
SLC9A9	0	2.11	2.02	2.33	-0.309	0.394	-0.865	0.438	126	3	1	1
FXYD5	0	3.75	3.61	3.94	-0.33	0.395	-0.862	0.283	117	2	1	1
HLA-DMB	0	4.26	4.52	5.01	-0.492	0.396	-0.861	0.314	119	1	1	1
NAGLU	0	3.92	4.08	3.88	0.192	0.406	0.842	0.458	173	2	1	1
SOCS3	0	2.51	2.3	2.68	-0.388	0.407	-0.843	0.4	124	2	1	1
ZNF664	1	5.41	5.69	5.46	0.23	0.41	0.835	0.499	171	2	1	1
IL21R	0	0.892	1.12	0.893	0.229	0.416	0.825	0.657	164	2	1	1
HCST	0	2.67	2.51	2.9	-0.389	0.417	-0.823	0.243	114	2	1	1
IFNAR2	0	2.76	2.77	2.95	-0.187	0.423	-0.812	0.268	116	2	1	1
CCL4	0	1.84	1.89	1.6	0.298	0.424	0.81	0.657	164	2	1	1
SEMA7A	0	1.45	1.41	1.68	-0.267	0.424	-0.81	0.227	113	2	1	1
CLEC2B	0	1.95	1.94	2.23	-0.291	0.425	-0.808	0.227	113	2	1	1
BCL6B	1	2.28	2.22	2.53	-0.302	0.426	-0.807	0.191	110	2	1	1
IFI27	0	4.96	5.11	4.69	0.418	0.428	0.803	0.364	178	2	1	1
THBS1	0	4.39	4.07	4.43	-0.365	0.43	-0.801	0.705	138	2	1	1
TGFBI	0	4.75	4.27	4.62	-0.347	0.432	-0.796	0.419	125	2	1	1
EBI3	0	1.13	1.31	1.03	0.282	0.433	0.795	0.815	158	2	1	1
FOLR2	0	2.92	2.97	2.62	0.348	0.437	0.786	0.438	174	1	1	1
CSF1R	0	2.98	2.78	3.11	-0.325	0.439	-0.784	0.438	126	2	1	1
LILRB4	0	1.72	1.72	1.47	0.249	0.44	0.782	0.78	159	2	1	1
SIGLEC7	0	1.03	1.03	0.856	0.177	0.442	0.778	0.521	170	1	1	1
ABI3	0	2.33	2.33	2.54	-0.209	0.444	-0.775	0.268	116	2	1	1
MS4A4A	0	2.34	2.46	2.15	0.304	0.446	0.771	0.382	177	2	1	1
GMFG	0	3.21	3.17	3.57	-0.402	0.446	-0.772	0.314	119	2	1	1
GPR34	0	1.78	1.89	1.64	0.249	0.449	0.766	0.364	178	2	1	1
FPR3	0	2.22	2.29	2.05	0.243	0.451	0.763	0.61	166	1	1	1
DNAJC15	0	1.41	1.4	1.61	-0.209	0.46	-0.748	0.4	124	1	1	1
MAPRE2	0	2.83	2.61	2.81	-0.201	0.461	-0.746	0.542	131	2	1	1
CD163	0	2.44	2.42	2.1	0.327	0.47	0.732	0.681	163	2	1	1
SLFN11	0	2.08	1.95	2.16	-0.211	0.474	-0.725	0.419	125	2	1	1
APOL2	0	3.84	3.94	4.11	-0.167	0.476	-0.722	0.499	129	1	1	1
HLA-DQB1	0	4.57	5.06	4.63	0.425	0.477	0.72	0.587	167	2	1	1
SLC25A20	0	3.14	3.36	3.14	0.221	0.484	0.709	0.368	178	2	1	1
ZC3H4	1	3.33	3.18	3.28	-0.104	0.488	-0.702	0.657	136	2	1	1
EP300	1	3.81	3.73	3.91	-0.178	0.494	-0.694	0.564	132	2	1	1
NF1	1	2.76	2.62	2.77	-0.151	0.496	-0.691	0.633	135	1	1	1
CD300C	0	0.876	0.914	0.747	0.166	0.505	0.674	0.657	164	2	1	1
SLC37A2	0	2.25	2.13	2.42	-0.297	0.508	-0.67	0.521	130	2	1	1
PRR5L	0	1.19	1.16	1.28	-0.115	0.512	-0.663	0.254	115	2	1	1
RASGRP3	0	1.72	1.8	1.95	-0.148	0.518	-0.654	0.314	119	2	1	1
RAB31	0	3.29	3.08	3.35	-0.272	0.522	-0.648	0.542	131	2	1	1
GBP4	0	2.2	2.3	2.53	-0.228	0.528	-0.638	0.283	117	2	1	1
C3AR1	0	2.08	2.11	1.89	0.219	0.532	0.633	0.681	163	2	1	1
RILPL2	0	2.05	2.23	2.34	-0.11	0.533	-0.632	0.681	137	2	1	1
HS3ST2	0	1.17	1.32	1.08	0.234	0.537	0.625	0.359	178	2	1	2
NPC2	0	5.59	5.69	5.49	0.203	0.539	0.62	0.526	170	2	1	1
TRIM34	0	1.48	1.44	1.58	-0.143	0.54	-0.621	0.537	131	2	2	1
HLA-DRA	0	7.8	8.12	7.71	0.407	0.542	0.618	0.689	162	4	2	1
PHF11	0	2.81	2.89	3.05	-0.16	0.547	-0.609	0.629	135	2	2	1
TCN2	0	2.42	2.36	2.17	0.192	0.558	0.591	0.617	166	2	1	1
SELE	0	0.606	0.658	0.541	0.117	0.559	0.592	0.298	182	2	1	1
IFIT3	0	2.82	2.79	2.63	0.167	0.563	0.585	0.714	162	2	1	1
MRC1	0	1.51	1.54	1.35	0.19	0.57	0.574	0.587	167	2	1	1
WIPI1	0	3.47	3.39	3.58	-0.187	0.575	-0.567	0.364	122	2	1	1
CCL23	0	0.448	0.314	0.403	-0.0888	0.576	-0.566	0.78	141	1	1	1
TRPV2	0	2.02	1.96	2.14	-0.184	0.579	-0.561	0.314	119	2	1	1
SLC7A7	0	2.15	2.15	1.95	0.192	0.58	0.559	0.882	155	2	1	1
CCL18	0	2.03	2.15	1.79	0.356	0.583	0.554	0.882	145	2	1	1
ASAH1	0	5.07	5.15	5.32	-0.173	0.585	-0.553	0.805	142	2	1	1
NR1H3	1	2.73	2.75	2.62	0.127	0.59	0.544	0.908	154	2	1	1
RNASE1	0	4.94	4.95	5.15	-0.202	0.599	-0.531	0.61	134	2	1	1
IRF8	1	1.96	1.91	2.11	-0.203	0.615	-0.509	0.987	149	2	1	1
MMP19	0	1.65	1.47	1.6	-0.13	0.615	-0.509	0.542	131	2	1	1
PLAU	0	2.49	2.36	2.21	0.145	0.617	0.505	0.908	146	2	1	1
RCBTB2	0	2.25	2.35	2.47	-0.121	0.624	-0.495	0.78	141	2	1	1
TRAFD1	0	3.98	4	4.09	-0.0919	0.627	-0.491	0.764	140	2	1	1
SAMD9L	0	1.64	1.66	1.8	-0.144	0.629	-0.488	0.542	131	1	1	1
DRAM1	0	2.35	2.41	2.56	-0.147	0.633	-0.482	0.657	136	2	1	1
LAP3	0	4.88	4.93	4.82	0.112	0.645	0.465	0.564	168	2	1	1
PAPSS2	0	2.15	1.89	2.03	-0.144	0.651	-0.457	0.521	130	2	1	1
IL18	0	2.12	2.22	2.02	0.203	0.655	0.451	0.987	151	1	1	1
LY96	0	2.97	3.01	2.81	0.203	0.66	0.444	1	150	2	1	1
RNASE6	0	2.79	2.79	2.97	-0.173	0.663	-0.44	0.681	137	1	1	1
VAMP5	0	4.18	4.14	4.32	-0.176	0.676	-0.421	0.521	130	1	1	1
SCPEP1	0	4.8	4.86	4.96	-0.103	0.681	-0.415	0.73	139	3	1	1
MS4A7	0	2.45	2.54	2.39	0.148	0.682	0.413	0.961	152	2	1	1
RAB4B	0	3.66	3.69	3.57	0.121	0.683	0.413	0.755	160	2	1	1
TYROBP	0	5.19	4.96	5.16	-0.204	0.694	-0.397	0.564	132	1	1	1
C1QB	0	5.49	5.32	5.11	0.207	0.696	0.394	0.908	154	2	1	1
BST2	0	4.96	5.28	5.08	0.199	0.698	0.392	0.961	152	2	1	1
CD33	0	1.08	1.12	0.999	0.121	0.704	0.383	0.79	158	2	1	1
RFX1	1	2.51	2.56	2.62	-0.0634	0.71	-0.375	0.961	148	2	1	1
CMKLR1	0	1.44	1.51	1.42	0.098	0.711	0.373	0.755	160	3	1	1
MLKL	0	2.02	2.07	2.19	-0.116	0.713	-0.372	0.881	145	2	2	1
SPNS2	0	1.93	2.01	2.11	-0.0938	0.714	-0.37	0.283	117	2	1	1
TMEM106A	0	1.15	1.19	1.12	0.0762	0.715	0.369	0.542	169	2	1	1
DNASE1L3	0	1.29	1.11	1.24	-0.133	0.717	-0.366	0.61	134	1	1	1
SPI1	1	2.98	2.86	3.02	-0.163	0.72	-0.362	0.73	139	2	1	1
MILR1	0	1.34	1.46	1.35	0.111	0.722	0.359	0.907	154	2	2	2
ADAP2	0	2.22	2.25	2.17	0.0841	0.724	0.357	0.479	172	2	1	1
IL4I1	0	1.22	1.25	1.14	0.108	0.724	0.356	0.61	134	2	1	1
MPEG1	0	2.63	2.61	2.78	-0.162	0.727	-0.352	0.908	146	1	1	1
CCNYL1	0	2.48	2.58	2.52	0.0579	0.731	0.347	0.815	158	2	1	1
SLC15A3	0	2.94	2.75	2.88	-0.131	0.732	-0.346	0.479	128	2	1	1
CPNE5	0	1.24	1.32	1.24	0.0784	0.742	0.332	0.458	127	2	1	1
C10orf128	0	1.28	1.35	1.44	-0.088	0.747	-0.326	0.542	131	2	1	1
APOL1	0	3.41	3.43	3.57	-0.146	0.752	-0.318	0.564	132	2	1	1
HAPLN3	0	1.94	1.92	2.02	-0.098	0.753	-0.317	0.364	122	2	1	1
C1QC	0	5.24	5.1	4.95	0.151	0.758	0.311	0.987	151	2	1	1
GNGT2	0	0.834	0.905	0.846	0.0585	0.761	0.307	0.705	138	2	1	1
GPX7	0	2.73	2.81	2.68	0.128	0.766	0.301	0.987	151	2	1	1
CTSC	0	2.64	2.61	2.73	-0.118	0.767	-0.299	0.419	125	2	1	1
ISCU	0	4.82	4.93	4.99	-0.0584	0.767	-0.299	0.961	152	2	1	1
MAFG	1	2.92	2.83	2.88	-0.0493	0.768	-0.299	0.681	137	3	1	1
TNFSF13	0	3.67	3.88	3.8	0.0858	0.769	0.296	0.657	164	2	1	1
NAGK	0	4.08	4.08	4.02	0.0634	0.771	0.294	0.587	167	2	1	1
CYBRD1	0	3.95	4.04	4.17	-0.127	0.778	-0.284	0.78	141	1	1	1
PSME1	0	7.11	7.04	7.09	-0.0518	0.781	-0.28	0.881	155	3	1	1
APOBEC3G	0	1.94	2	2.11	-0.115	0.783	-0.278	0.359	122	2	1	1
ADPRH	0	1.67	1.84	1.78	0.0569	0.794	0.263	0.908	154	2	1	1
GPR68	0	1.09	1.18	1.25	-0.0673	0.803	-0.251	0.856	144	2	1	1
HMOX1	0	4.01	3.71	3.6	0.114	0.805	0.249	0.934	147	2	1	1
LGALS9	0	3.11	3.02	3.11	-0.0903	0.813	-0.238	0.364	122	2	1	1
CCRL2	0	1.04	1.1	1.03	0.0626	0.814	0.238	0.856	144	2	1	1
FCGR3A	0	3.32	3.25	3.14	0.11	0.816	0.234	0.831	157	1	1	1
CARD16	0	2.33	2.39	2.5	-0.106	0.817	-0.233	0.364	122	2	1	1
CTSB	0	6.5	6.34	6.43	-0.0964	0.818	-0.231	0.934	147	2	1	1
CYSLTR1	0	1.03	1.15	1.09	0.0641	0.819	0.231	0.61	134	2	1	1
CPA3	0	1.69	1.97	1.87	0.102	0.83	0.217	0.831	157	2	1	1
LYVE1	0	0.986	0.935	0.99	-0.0542	0.831	-0.215	0.438	126	2	1	1
TRAPPC1	0	5.74	5.81	5.86	-0.0469	0.831	-0.216	0.934	147	2	1	1
CXCL9	0	2.53	2.65	2.51	0.141	0.836	0.208	0.499	129	1	1	1
TNFSF13B	0	1.67	1.79	1.72	0.0719	0.837	0.207	0.908	146	2	1	1
HLA-DOA	0	1.96	2.25	2.16	0.0917	0.84	0.204	0.882	145	2	1	1
LIPA	0	4.44	4.42	4.49	-0.0702	0.841	-0.202	0.499	129	2	1	1
CYTL1	0	1.02	0.989	1.04	-0.0544	0.841	-0.203	0.681	137	2	1	1
LY86	0	2	2.11	2.03	0.0732	0.845	0.197	0.908	146	2	1	1
GALM	0	2.64	2.58	2.66	-0.0853	0.849	-0.192	0.831	143	1	1	1
STARD8	0	1.35	1.36	1.4	-0.0342	0.851	-0.189	0.521	130	2	1	1
DOK2	0	1.77	1.77	1.84	-0.0688	0.852	-0.188	0.831	143	1	1	1
CAPG	0	4.05	3.89	3.99	-0.0934	0.862	-0.175	0.755	140	2	1	1
SUSD5	0	0.588	0.688	0.654	0.0333	0.867	0.169	0.961	148	2	1	1
CASP4	0	3.72	3.65	3.71	-0.0556	0.867	-0.169	1	150	2	1	1
C1QA	0	5.23	5.11	5.02	0.0867	0.87	0.165	0.987	151	2	1	1
ADNP	1	4.53	4.6	4.58	0.0255	0.874	0.16	0.973	152	2	1	1
DAB2	0	3.29	3.29	3.24	0.0501	0.875	0.158	1	150	2	1	1
RBP7	0	3.3	3.28	3.21	0.0707	0.877	0.156	0.908	146	1	1	1
PSAP	0	8.69	8.71	8.75	-0.0431	0.878	-0.154	0.92	154	3	2	1
SCARF1	0	2.17	2.28	2.32	-0.0377	0.88	-0.152	0.856	144	2	1	1
MS4A6A	0	3.13	3.07	3.01	0.0644	0.882	0.149	0.934	147	2	1	1
LAIR1	0	1.84	1.84	1.89	-0.0539	0.882	-0.15	0.73	139	2	1	1
OLR1	0	1.33	1.19	1.14	0.0594	0.882	0.15	0.868	144	2	2	1
KCTD12	0	3.74	3.97	4.03	-0.0567	0.883	-0.148	0.987	151	1	1	1
SPHK1	0	1.9	1.84	1.8	0.0427	0.889	0.141	0.973	148	2	1	1
IFI35	0	4.27	4.2	4.24	-0.0447	0.889	-0.14	1	150	2	1	1
IL18BP	0	2.1	2.1	2.13	-0.0277	0.906	-0.119	0.605	134	2	1	2
COTL1	0	5.78	5.86	5.9	-0.0408	0.91	-0.114	0.856	144	2	1	1
CECR1	0	2.69	2.76	2.81	-0.0503	0.913	-0.111	0.805	142	2	1	1
VWA5A	0	1.12	1.17	1.2	-0.0278	0.915	-0.107	0.777	141	2	2	1
APOE	0	7.52	7.27	7.33	-0.0616	0.917	-0.105	0.805	142	2	1	1
IFI27L2	0	2.8	2.75	2.79	-0.0425	0.924	-0.0963	0.438	126	2	1	1
ACP5	0	4.21	4.18	4.24	-0.0601	0.938	-0.0788	0.681	137	2	1	1
SAMSN1	0	1.46	1.52	1.49	0.0276	0.943	0.0726	0.934	153	2	1	1
EPSTI1	0	1.81	1.82	1.8	0.0205	0.944	0.0706	0.73	139	2	1	1
CETP	0	1.18	1.15	1.17	-0.0153	0.957	-0.054	0.542	131	1	1	1
GAS7	0	1.23	1.31	1.32	-0.0119	0.964	-0.0455	0.987	149	2	1	1
NNMT	0	3.63	3.53	3.55	-0.0198	0.97	-0.0382	0.777	141	2	2	1
SLC2A5	0	0.784	0.737	0.744	-0.00756	0.976	-0.0306	0.633	165	2	1	1
MFSD1	0	4.78	4.91	4.91	0.00511	0.977	0.0291	0.987	151	2	1	1
SLCO2B1	0	2.85	2.76	2.75	0.00913	0.98	0.0249	0.934	153	2	1	1
IFI30	0	6.16	6.04	6.03	0.00875	0.985	0.0186	0.882	155	2	1	1
CD68	0	5.14	4.95	4.94	0.00724	0.988	0.0148	0.908	146	2	1	1
STAB1	0	2.86	2.75	2.75	-0.00245	0.994	-0.00761	0.831	143	2	1	1
MDFIC	0	2.11	2.37	2.37	0.00247	0.995	0.00673	0.479	128	2	1	1
CPXM1	0	2.08	2	2	0.000737	0.998	0.0023	1	150	2	1	1
BLVRA	0	4.84	5.01	5.01	0.000744	0.998	0.00289	0.882	145	2	1	1
CASP1	0	2.06	2.11	2.11	0.000549	0.999	0.00129	0.934	153	2	1	1
