module-method	module-index	orig-pval	revised-pvalue	num-targets	num-regulators	regulator-names	target-names	num-samples	num-genes	num-class1	num-class2
VBSR 1	426	0.0198	0.00899	34	4	SPI1, IRF8, RFX1, BCL6B	FCGR3A, KCNJ5, CD68, LILRB4, TYROBP, SIGLEC1, HMOX1, SLC7A7, IFI30, RAB42, LAPTM5, ADORA3, NAGK, MSR1, CMKLR1, MS4A4A, FOLR2, MS4A6A, CD163, C3AR1, TRPV2, ADAP2, FPR3, MRC1, LIPA, TRAFD1, CD33, LILRB5, TLR7, MPEG1, CETP, SIGLEC7, CD209, BLVRA	35	38	20	15
VBSR 1	555	0.0099	0.00899	8	4	IRF8, VEZF1, ZNF664, GTF2F1	IFFO2, TRIM25, EIF4B, CTDSP2, BECN1, HIRA, TFIP11, ACTG1	35	12	20	15
VBSR 1	111	0.0297	0.00999	18	3	SPI1, ELK3, ONECUT1	DNASE1L3, CHST15, IFITM2, SLC43A3, ANPEP, SIRPA, SLC17A9, PAPSS2, NNMT, CCL14, SLCO2B1, APOE, FCGRT, LEPR, SELE, LYVE1, PDK4, SULF2	35	21	20	15
VBSR 1	359	0.0099	0.011	20	4	ZNF770, BRCA1, ZNF146, ZBTB12	SLC7A1, TUBGCP3, CCNK, WDR31, HNRNPF, SET, SPTLC2, NARS, MAPRE1, DKC1, RCOR1, RTF1, RBBP5, TMED8, DHX33, KHDRBS1, CCT6A, CCNJ, STXBP4, CCT8	35	24	20	15
VBSR 1	452	0.0099	0.012	24	3	SPI1, ELK3, ZNF613	CMTM7, IFITM2, GSTP1, CD4, MLKL, CNN2, FXYD5, EMP3, APOBEC3C, SIRPA, RENBP, FAM212A, TNFRSF1A, PLEKHO2, SEMA7A, SH3KBP1, LGALS3, SCARF1, GNAI2, SPNS2, MSN, CPNE2, GAS7, ITGA5	35	27	20	15
VBSR 1	9	0.0099	0.013	23	4	SPI1, ELK3, BCL6B, NR1H3	IFITM2, SLC43A3, CD4, TCN2, CD40, DAB2, GIMAP1, ABI3, SPHK1, CCL14, ICAM2, DERL3, FOLR2, ADAP2, GNGT2, GIMAP8, STAB1, GNAI2, SPNS2, RASGRP3, SULF2, ITGA5, MMP19	35	27	20	15
VBSR 1	92	0.0099	0.013	23	5	TBX1, ZNF613, ZBED4, THRA, ZNF770	SLC7A1, CCNK, LEO1, CLCN4, ATXN1L, EPN2, ZADH2, CRKL, POLDIP3, SYTL4, GSK3B, UBXN2B, TSTD2, CSTF2T, ATXN7L3B, GOSR1, SERINC3, RFFL, DDI2, TMEM57, WDR31, DNAJC5, KBTBD11	35	28	20	15
VBSR 1	99	0.0198	0.013	21	4	SPI1, BATF2, RFX1, BCL6B	C1QA, C1QC, C1QB, FCGR3A, TREM2, CD4, HS3ST2, CD68, LILRB4, TCN2, HAPLN3, CCL18, IFI30, SIGLEC8, ADORA3, FOLR2, CD163, ADAP2, APOE, LIPA, ITGA5	35	25	20	15
VBSR 1	171	0.0297	0.013	25	4	BATF2, EP300, IRF8, ELK3	C1QA, C1QC, C1QB, HAPLN3, CCL18, SIGLEC8, EGFL6, HLA-DRA, HLA-DQB1, HLA-DMB, HLA-DOA, PLAU, ANKRD22, CTSC, CCL8, CCL4L2, PRR5L, GBP4, LAP3, CXCL9, HLA-DRB5, DUSP5, APOL1, APOL3, EBI3	35	29	20	15
VBSR 1	238	0.0297	0.013	20	4	BATF2, IRF8, BCL6B, GATA2	C1QA, C1QC, C1QB, TREM2, KCNJ5, HS3ST2, SIGLEC8, CMKLR1, LGMN, SLCO2B1, APOE, FPR3, PLTP, HLA-DRA, HLA-DOA, SLFN11, PSAP, GBP4, IL18BP, THBS1	35	24	20	15
VBSR 1	508	0.0099	0.013	16	3	NEUROD2, T, ADNP	MYO3B, CYP26B1, SHD, GNG8, ATP2B3, JAKMIP1, L1CAM, ATCAY, UCHL1, KIF19, GRIK5, GRIN2C, RTBDN, DSCAML1, PSD, STRA6	35	19	20	15
VBSR 1	78	0.0297	0.014	20	3	SPI1, EP300, ELK3	TWF2, GPX7, VAMP5, ADPRH, SUSD5, LXN, RNASE1, LGMN, CMTM3, ABI3, SPHK1, ICAM2, WISP2, ARMCX1, DNAJC15, LPAR6, NPC2, TAX1BP3, MDFIC, SLC9A9	35	23	20	15
VBSR 1	181	0.0198	0.014	13	3	ZEB2, BCL6B, NEUROD2	SUSD5, DAB2, ADAP2, GIMAP8, ENTPD1, STAB1, STARD8, SCARF1, ARHGAP42, MSN, RASGRP3, THBS1, ITGA5	35	16	20	15
VBSR 1	302	0.0297	0.014	17	3	SPI1, ELK3, RFX1	CD68, CD300C, TYROBP, HMOX1, S100A4, MILR1, GMFG, FOLR2, CD163, TRPV2, ADAP2, SH3KBP1, OSTF1, PLBD1, CD33, CLEC4A, ANXA1	35	20	20	15
VBSR 1	189	0.0099	0.015	10	3	VEZF1, SMARCC1, ZFP3	EIF4B, TSTD2, WDR31, NPEPPS, KRBA2, SMURF2, HELZ, TTI1, TANC2, KLHL11	35	13	20	15
VBSR 1	258	0.0099	0.015	29	5	NR1H3, SMARCC1, ZNF770, BRCA1, ZNF146	SLC7A1, LSM14A, TBC1D5, GSK3B, WDR31, CSNK2A1, HNRNPF, SBNO1, XPO5, SET, NOLC1, KPNB1, NUP205, BAZ1B, SPTLC2, SF3B3, DKC1, KDM1A, ENO1, AHCTF1, NEK4, MARCH6, NUP155, AVL9, KIAA1429, RSF1, ZNF850, CCT6A, TRIM24	35	34	20	15
VBSR 1	335	0.0297	0.015	13	4	GLI1, NR1H3, SMARCC1, ZFP3	FAM161B, TSTD2, DGKE, GEMIN4, WDR31, METTL16, NAF1, RBBP5, LMLN, NEK4, TSR1, DHX33, KRBA2	35	17	20	15
VBSR 1	529	0.0297	0.017	30	5	SPI1, ZEB2, EP300, ELK3, MAFG	TWF2, RAB42, GPX7, RASSF1, LXN, GIMAP1, LDHB, CMKLR1, RNASE1, CMTM3, COTL1, ABI3, SPHK1, ICAM2, RAB31, WISP2, SH3BGRL, TSPAN4, DNAJC15, FCGRT, CTSZ, LGALS1, CYTL1, LMO2, PECAM1, CNRIP1, ST3GAL2, GNG2, TSPAN7, CORO1C	35	35	20	15
VBSR 1	532	0.0396	0.017	25	5	EP300, GLI1, NEUROD2, VEZF1, ZNF613	FEZ1, NYNRIN, MPP2, CA11, TCEAL2, FAIM2, PCDH20, RAB15, C16orf45, REEP2, GPR173, RGAG4, USP11, CACHD1, TUBA1A, SHF, KSR1, DBNDD2, GGT7, APP, NCAM1, CPT1C, AGPAT4, CDC25B, PLEKHG2	35	30	20	15
VBSR 1	90	0.0198	0.018	34	4	VEZF1, ZNF770, NF1, ZNF146	CSDE1, TRIM25, NBR1, BECN1, LSM14A, TBC1D5, RAB11FIP4, AP2B1, EIF4G2, SPTLC2, DDX3X, PTPN11, KITLG, KHNYN, RCOR1, HSP90AA1, RTF1, PAFAH1B1, MED1, PUM1, FUBP1, RBBP5, AHCTF1, USP37, NEK4, RSF1, TMED8, KRBA2, SMURF2, HELZ, CAPRIN1, TLK2, KLHL11, TRIM37	35	38	20	15
VBSR 1	132	0.0297	0.018	12	2	SPI1, SMARCC1	EPHA7, LSM14B, XPO5, ACLY, MAP3K9, KDM1A, WDR35, KIAA1324L, TRIM37, TRAF3IP1, IFT81, MYEF2	35	14	20	15
VBSR 1	265	0.0198	0.018	4	1	ZNF770	CLCN4, PWP2, C21orf33, RTF1	35	5	20	15
VBSR 1	261	0.0495	0.019	15	2	SOX11, NEUROD1	PLEKHG4B, PCSK1, SYT1, SULT4A1, STK33, ANO4, SEZ6L, MCOLN3, UCHL1, HSPA2, NELL1, BEST3, STRA6, KCNH3, LRP8	35	17	20	15
VBSR 1	285	0.0198	0.019	22	4	SPI1, EP300, ELK3, RFX1	TWF2, ADPRH, RASSF1, GIMAP1, PDLIM2, RILPL2, KCTD12, RNASE1, LGMN, CMTM3, ABI3, SPHK1, BAX, WISP2, DERL3, TSPAN4, CTSZ, ST6GALNAC6, GADD45B, PECAM1, CYBRD1, ZFP36L2	35	26	20	15
VBSR 1	142	0.0297	0.021	11	2	GATA2, SOX11	MAP7D2, KIT, PLEKHG4B, NOVA1, SULT4A1, STK33, ANO4, BRSK1, MCOLN3, UBE2QL1, BTBD11	35	13	20	15
VBSR 1	15	0.0198	0.022	8	1	SPI1	EPHA7, CDON, HDAC1, MAP3K9, WDR35, KIAA1324L, TRAF3IP1, MYEF2	35	9	20	15
VBSR 1	228	0.0198	0.022	17	4	BATF2, ZEB2, EP300, ZNF613	SLC43A3, FCHSD2, VMO1, SLC17A9, PAPSS2, NNMT, CRIP1, TAX1BP3, IFNAR2, SOCS3, PRR5L, CORO1C, CTSB, DUSP5, ANXA2, SULF2, VWA5A	35	21	20	15
VBSR 1	155	0.0297	0.023	11	3	NEUROD2, ASCL1, ZNF146	CACNA2D2, CACNA1B, CRTAC1, CHGA, SYN1, KIF19, CCDC151, RPS6KL1, PSD, TMEM63C, SETBP1	35	14	20	15
VBSR 1	309	0.0396	0.024	5	3	ASCL1, MAFG, NF1	SIPA1L2, CDON, DTNA, SETBP1, SLIT1	35	8	20	15
VBSR 1	498	0.0297	0.024	14	3	ZEB2, IRF8, ADNP	HLA-DQA2, KCNJ5, IL4R, NAGK, CPNE5, GIMAP8, FAS, CCL23, LILRB5, CETP, CD209, ADA, STAB1, RASA3	35	17	20	15
VBSR 1	406	0.0297	0.026	17	3	VEZF1, ZNF664, NF1	CSDE1, TRIM44, TRIM25, BECN1, EIF4G2, DDX3X, KHNYN, PUM1, NPEPPS, SMURF2, HELZ, PHLPP1, CAPRIN1, TANC2, TRIM37, MSI2, ULK2	35	20	20	15
VBSR 1	516	0.0198	0.026	19	6	SPI1, ELK3, ZC3H4, ONECUT1, POU3F2, POU3F3	DNASE1L3, SLC43A3, ANPEP, SLC17A9, PAPSS2, NNMT, CCL14, SLCO2B1, CRIP1, APOE, LEPR, SELE, HGF, AKR1C3, LYVE1, PDK4, MAPRE2, SULF2, CDH2	35	25	20	15
VBSR 1	214	0.0396	0.027	21	7	NR1H3, VEZF1, ASCL1, ZNF613, POU3F3, MAFG, GTF2F1	PSIP1, RAB39A, SLC16A7, DNAJC6, RNF182, PEG10, SLC36A4, SYT1, PELI2, KLC1, BTBD3, NAPB, KATNAL1, BEST3, KSR1, PGAP1, EFNA5, AGPAT4, QSOX2, QSER1, CDC25B	35	28	20	15
VBSR 1	372	0.0396	0.027	50	5	SPI1, BATF2, EP300, IRF8, ELK3	C1QA, TWF2, PSMB8, TREM2, GSTP1, IL18, VMO1, APOBEC3C, SLC15A3, HAPLN3, PSMB10, TNFSF13, CCL18, IL27RA, SIGLEC8, CD40, RAB42, VAMP5, IFI27L2, IL21R, GPR68, GNGT2, HLA-DRA, HLA-DQB1, HLA-DMB, HLA-DOA, PLAU, C10orf128, DRAM1, EPSTI1, CTSC, CCL8, CCL4L2, SLFN11, PRR5L, IFI44L, HLA-DRB5, CTSB, DUSP5, RARRES3, IFITM1, IFI35, BST2, APOBEC3G, APOL3, APOL2, LPXN, EBI3, TRIM34, LPAR5	35	55	20	15
VBSR 1	492	0.0495	0.027	30	5	VEZF1, ZNF770, NF1, BRCA1, ZNF146	QSER1, EIF4B, SET, NOLC1, KPNB1, RNF168, NUP205, SUPT16H, SF3B3, NARS, PTPN11, KITLG, RCOR1, HSP90AA1, MED1, FUBP1, RBBP5, AHCTF1, PKP4, USP37, MARCH6, NUP155, RSF1, SMURF2, HELZ, TLK2, TANC2, KLHL11, TRIM37, AFG3L2	35	35	20	15
VBSR 1	77	0.0198	0.028	5	3	EP300, IRF8, ZNF146	VMO1, RAB4B, ORAI1, EDEM2, FAM212A	35	8	20	15
VBSR 1	116	0.0297	0.028	26	4	CASZ1, T, ZNF664, ZNF770	SIK2, ACVR1B, LEO1, GLYR1, CYB5D1, BSDC1, GPR107, MLEC, BCL2L2, ABHD2, PDPK1, DGKE, PACSIN2, ZDHHC5, SNX19, UNC119B, UBFD1, RLIM, DDI2, TMEM57, TAB3, SLC25A25, DUSP16, RPL3, TRIM14, TOB2	35	30	20	15
VBSR 1	230	0.0099	0.028	12	3	ZEB2, IRF8, ADNP	TCN2, CD40, CPNE5, CCL23, LILRB5, CETP, CD209, ADA, STAB1, WIPI1, RASA3, SLC25A20	35	15	20	15
VBSR 1	515	0.0297	0.028	23	4	SPI1, BCL6B, THRA, MNT	DOK1, LSP1, CD68, CD300C, TYROBP, HMOX1, CYBA, RENBP, CSF1R, NTAN1, MILR1, GMFG, FOLR2, SEMA7A, TRPV2, ADAP2, GNGT2, ACP5, RBP7, CD33, EMILIN2, SIGLEC7, SLC37A2	35	27	20	15
VBSR 1	523	0.0198	0.028	5	2	CASZ1, ZNF770	ACVR1B, GLYR1, ABHD2, DDI2, TMEM57	35	7	20	15
VBSR 1	548	0.0297	0.028	10	3	POU3F2, SOX11, ZNF613	CBLN2, NNAT, CA10, MCOLN3, UBE2QL1, BTBD17, NPTX1, KIF26A, NAV2, KCNH3	35	13	20	15
VBSR 1	561	0.0099	0.028	12	3	IRF8, BCL6B, ADNP	KCNJ5, TCN2, CD40, NAGK, FAM212A, CPNE5, GIMAP8, LILRB5, CETP, SCPEP1, CD209, ADA	35	15	20	15
VBSR 1	124	0.0297	0.029	10	3	ZEB2, BCL6B, ADNP	CD40, FAM212A, RBP7, GIMAP8, ENTPD1, STAB1, WIPI1, STARD8, SCARF1, ITGA5	35	13	20	15
VBSR 1	435	0.0198	0.029	22	4	EP300, ZNF664, SSRP1, ZNF146	SLC38A1, NT5DC3, KHSRP, EIF4B, CS, CTDSP2, REPS1, GANAB, SMARCD2, AMBRA1, DROSHA, XPO5, NCL, LUC7L2, BAZ1B, HIRA, CKAP5, SART3, HNRNPM, PRR14L, ILF3, STIP1	35	26	20	15
VBSR 1	128	0.0297	0.031	6	1	ZNF664	IFFO2, SRC, NIPAL3, SLC39A7, HGSNAT, RPL30	35	7	20	15
VBSR 1	130	0.0297	0.031	24	3	SPI1, BATF2, ZNF653	CAPG, IFIT3, IL18, EPB41L3, CASP4, CASP1, GALNT6, CCL18, IFI30, SAMHD1, AKR1C3, CCL8, CCL4L2, SOCS3, PRR5L, IFI44L, IFI44, LAP3, SAMD9L, CTSB, DUSP5, ZFP36L2, TRIM34, LITAF	35	27	20	15
VBSR 1	148	0.0297	0.031	18	3	GLI1, SOX11, ZNF613	NYNRIN, C16orf45, GPR173, UCHL1, CACHD1, PLEKHG5, TUBA1A, SHF, KSR1, DBNDD2, GGT7, APP, NCAM1, STRA6, SLC12A4, CPT1C, CACNB3, PLEKHG2	35	21	20	15
VBSR 1	363	0.0495	0.031	25	6	VEZF1, T, SMARCC1, ZNF770, ZFP3, NF1	CSDE1, EIF4B, TBC1D5, TSTD2, SMCR8, METTL16, CSNK2A1, SUDS3, SBNO1, NAF1, PUM1, FUBP1, NEK4, AVL9, RABGAP1, RSF1, NPEPPS, TSR1, KRBA2, SMURF2, HELZ, ZNF850, CAPRIN1, KLHL11, TRIM24	35	31	20	15
VBSR 1	72	0.0495	0.032	16	4	ZEB2, IRF8, BCL6B, ADNP	KCNJ5, CD40, CPNE5, GIMAP8, ENTPD1, CD209, STAB1, WIPI1, STARD8, SCARF1, ANXA6, MSN, CPNE2, RASGRP3, PSAP, THBS1	35	20	20	15
VBSR 1	168	0.0693	0.032	10	4	RFX1, POU3F3, GTF2F1, ZNF146	SMARCD2, FEM1A, RANGAP1, HEXIM1, KLHL21, RPL4, ATG13, ELL, RNF187, LMLN	35	14	20	15
VBSR 1	252	0.0198	0.033	22	5	VEZF1, ZNF770, NF1, BRCA1, ZNF146	AP2B1, RNF168, EIF4G2, NARS, DDX3X, SMC1A, CKAP5, PTPN11, KITLG, RCOR1, HSP90AA1, PAFAH1B1, MED1, FUBP1, RBBP5, USP37, SMURF2, HELZ, TLK2, TANC2, KLHL11, TRIM37	35	27	20	15
VBSR 1	327	0.0495	0.033	29	5	SPI1, BATF2, EP300, IRF8, ELK3	C1QA, C1QC, C1QB, GBP2, CAPG, TREM2, GSTP1, LILRB4, SLC15A3, CASP4, CASP1, HAPLN3, CCL18, SIGLEC8, CD40, VAMP5, IL21R, SH3BGRL, NPC2, GNGT2, HLA-DRA, HLA-DQB1, HLA-DOA, C10orf128, CTSC, APOBEC3G, APOL3, EBI3, TRIM34	35	34	20	15
VBSR 1	59	0.0792	0.034	22	3	NEUROD2, ASCL1, INSM1	BVES, NNAT, LRTM2, MARCH4, STXBP5L, MARCH11, INA, C14orf132, SEZ6, CA10, NOL4, SYT4, SYT5, XKR7, FAM155A, CHGA, SCG3, NAPB, STMN3, CABP7, SYP, CDK5R2	35	25	20	15
VBSR 1	154	0.0396	0.034	21	3	ADNP, MAFG, ZNF146	SH3BP5L, DCAF16, CELF1, DCAF7, FBXL20, ATXN7L3, ANKRD40, RNF24, H1F0, CBX5, EPN2, SOCS7, PIP4K2B, U2AF2, UBXN2B, PHF10, CBX1, PHF13, SRSF1, RBMX, TMEM97	35	24	20	15
VBSR 1	301	0.0396	0.034	12	2	SPI1, ELK3	CD4, CNN2, EMP3, DAB2, CSF1R, GLIPR2, TNFRSF1A, RAB31, GPR68, ACP5, LGALS3, SLC37A2	35	14	20	15
VBSR 1	512	0.0297	0.034	28	5	BATF2, EP300, IRF8, ELK3, ZNF146	CCL18, SIGLEC8, LGMN, TAX1BP3, FPR3, HLA-DQB1, HLA-DMB, HLA-DOA, PLAU, DRAM1, CTSC, GLIPR1, IFNAR2, PRR5L, IFI44L, GBP4, LAP3, CXCL9, HLA-DRB5, SGK1, SAMD9L, DUSP5, WARS, BST2, APOL1, APOL3, APOL2, EBI3	35	33	20	15
VBSR 1	159	0.0198	0.035	29	6	EP300, ZNF770, SSRP1, NF1, BRCA1, ZNF146	EIF4B, SET, KPNB1, NCL, RNF168, NUP205, LUC7L2, BAZ1B, HIRA, SMC1A, CKAP5, PTPN11, KITLG, SART3, RCOR1, HSP90AA1, MED1, HNRNPM, FUBP1, AHCTF1, PKP4, USP37, MARCH6, NUP155, KIAA1429, HELZ, PRR14L, TLK2, TANC2	35	35	20	15
VBSR 1	179	0.0198	0.035	22	3	NEUROD2, ASCL1, T	SCN3A, MARCH4, DNER, KCNB2, CMIP, CA10, ADCYAP1, SYT4, CACNA1A, RIMBP2, TRIM9, SCG3, AP3B2, GNAO1, CABP7, KIF19, BTBD17, NPTX1, CDH2, PSD, THEG, MPPED1	35	25	20	15
VBSR 1	546	0.0099	0.035	35	4	SPI1, BATF2, IRF8, ELK3	TNFRSF1B, C1QA, C1QC, C1QB, GBP2, BTN3A3, DOK2, TRIM22, GSTP1, CD4, LILRB4, LAIR1, SIGLEC1, APOBEC3C, CECR1, SLC15A3, SLC7A7, HAPLN3, IL4R, IL27RA, TMEM150B, SAMHD1, IL2RG, LAPTM5, GIMAP4, TNFRSF1A, IL21R, GPR68, PLEKHO2, SH3KBP1, SLC2A5, ARHGDIB, MFNG, LPXN, LITAF	35	39	20	15
VBSR 1	331	0.0297	0.036	42	7	SPI1, BATF2, IRF8, ELK3, ZC3H4, CASZ1, ADNP	FCGR3A, CCRL2, IL18, BCL2A1, RAB42, ADORA3, LY86, LY96, MSR1, RNASE6, VSIG4, MS4A4A, MS4A7, MS4A6A, C3AR1, FPR3, GLRX, HLA-DMB, FGL2, LIPA, DRAM1, CLEC2B, TNFSF13B, EPSTI1, GPR65, IGSF6, SLFN12, MYL12A, TLR7, CYSLTR1, CLIC2, GLIPR1, CCL8, CCL4L2, EVI2A, SLFN11, CCL3L3, IFNAR2, ACTR3, SOCS3, IFI44, CTSB	35	49	20	15
VBSR 1	443	0.0396	0.036	41	5	SPI1, BATF2, EP300, IRF8, ELK3	C1QA, C1QC, C1QB, CAPG, CCRL2, TREM2, GSTP1, CARD16, LAIR1, TCN2, APOBEC3C, SLC15A3, HAPLN3, LGALS9, CCL18, IL27RA, SIGLEC8, TMEM150B, SAMHD1, LY86, IL21R, SLCO2B1, GNGT2, CTSZ, SLC2A5, HLA-DRA, HLA-DQB1, HLA-DMB, CPNE5, PLAU, C10orf128, CYSLTR1, CTSC, OLR1, MFNG, IFI44L, LAP3, CXCL9, ZFP36L2, EBI3, LPAR5	35	46	20	15
VBSR 1	458	0.0495	0.036	17	4	ADNP, MAFG, ZNF770, ZNF146	DCAF16, KIAA1147, CELF1, DCAF7, CBX5, CTDSP2, CRKL, MTMR1, BSDC1, YWHAG, UBXN2B, ATXN7L3B, HECA, RPRD1B, SRSF1, CCNJ, RBMX	35	21	20	15
VBSR 1	47	0.0297	0.037	38	6	SPI1, BATF2, IRF8, ELK3, ZC3H4, ZNF146	FCGR3A, IL18, CCL18, RAB42, ADORA3, LXN, LY86, MSR1, CMKLR1, RNASE6, VSIG4, MS4A4A, MS4A7, HEXA, FPR3, SELE, MDFIC, C10orf128, LIPA, DRAM1, CLEC2B, EPSTI1, MYL12A, TLR7, GPR34, CTSC, GLIPR1, CCL8, CCL4L2, SLFN11, CCL3L3, IFNAR2, ASAH1, PRR5L, BCAT1, IFI44L, LAP3, CTSB	35	44	20	15
VBSR 1	341	0.0396	0.038	25	3	SPI1, EP300, ELK3	GPX7, ADPRH, LXN, PDLIM2, RNASE1, LGMN, CMTM3, SPHK1, ICAM2, WISP2, SH3BGRL, ARMCX1, DNAJC15, LPAR6, NPC2, TAX1BP3, LGALS1, CPA3, MDFIC, ITM2A, ITM2B, CYTL1, PECAM1, CYBRD1, S100A11	35	28	20	15
VBSR 1	486	0.0495	0.038	16	4	SPI1, ZNF653, BCL6B, NR1H3	C1QA, C1QC, C1QB, RAB42, ADORA3, DAB2, MSR1, VSIG4, MS4A4A, FOLR2, SLCO2B1, APOE, AKR1C3, LIPA, SGK1, CTSB	35	20	20	15
VBSR 1	506	0.0495	0.038	26	5	THRA, ADNP, MAFG, ZNF770, BRCA1	FAM168B, ACVR1B, ANKRD40, RNF24, MECP2, FAM168A, DDX24, ATXN1L, ZADH2, C22orf46, POLDIP3, MRFAP1, UBE2H, BCL2L2, DYNLL2, FAM134C, SERINC3, UBE2G2, USP27X, RAB5B, ORMDL3, PGPEP1, PHF10, KLHL21, KBTBD11, TSPAN14	35	31	20	15
VBSR 1	310	0.0396	0.039	14	4	ONECUT1, GATA2, ZNF664, MAFG	BCL7A, CS, GPR107, GANAB, MLEC, RAB35, SMARCD2, UNC119B, SRSF9, UBE2Z, RNF144A, HNRNPF, EIF4A1, RPL30	35	18	20	15
VBSR 1	514	0.0396	0.039	13	6	GLI1, VEZF1, SMARCC1, ZNF770, NF1, BRCA1	NUP205, SMC1A, CKAP5, KITLG, RCOR1, HSP90AA1, MED1, AHCTF1, USP37, NUP155, KIAA1429, TLK2, TRIM37	35	19	20	15
VBSR 1	54	0.0198	0.04	9	4	SNAPC4, NEUROD2, ONECUT1, NFIC	FNDC5, RIMS3, CA11, SCGB2A1, AKAP6, RAB15, C16orf45, RGAG4, RTN4RL2	35	13	20	15
VBSR 1	249	0.0594	0.041	26	6	EP300, GLI1, NEUROD2, VEZF1, ASCL1, ZNF613	MAPRE2, NYNRIN, CA11, C16orf45, REEP2, PCP4, ENO2, GPR173, RGAG4, DCDC2, PRODH, TUBA1A, SHF, KSR1, CDH2, DBNDD2, GGT7, APP, NCAM1, CORO2B, SLC12A4, AGPAT4, CUEDC1, CDC25B, ANO9, PLEKHG2	35	32	20	15
